date,period,gender_filter,rank,clothing_rank,category_code,category_name,product_id,brand,product_name,final_price,original_price,discount_rate,sales_label,viewers,flag,sold_out,image_url,product_url
2026-09-27,MONTHLY,F,35,18,002,아우터,6953365,오헤시오,"VINTAGE FLORAL HOODED JACKET, KHAKI",203490,238000,15,,284명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260729/6953365/6953365_17864347290154_500.jpg,https://www.musinsa.com/products/6953365
2026-09-27,MONTHLY,F,38,19,002,아우터,7159260,세컨드솔트,[에어클라우드]사선지퍼 경량 패딩 자켓 (게랑드솔트),59520,109000,45,,552명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260825/7159260/7159260_17878938210971_500.png,https://www.musinsa.com/products/7159260
2026-09-27,MONTHLY,F,39,20,001,상의,6058096,언타이틀 서울,유니콘 헨리넥 슬럽 롱 슬리브 그레이,29300,59000,50,판매 4.4천개,1.3천명이 보는 중 / 30명이 구매 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260226/6058096/6058096_17756129786602_500.jpg,https://www.musinsa.com/products/6058096
2026-09-27,MONTHLY,F,42,21,002,아우터,3783092,디미트리블랙,[크롭선택] ASI 포시즌 에센셜 후드 집업_피그먼트 차콜,33900,60900,44,판매 11만개,692명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240109/3783092/3783092_17708794030062_500.jpg,https://www.musinsa.com/products/3783092
2026-09-27,MONTHLY,F,43,22,002,아우터,5339694,스웨이드,CROPPED WASHED HOOD ZIP UP [DEEP GREEN],72840,109000,33,판매 5천개,630명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250819/5339694/5339694_17558500912318_500.jpg,https://www.musinsa.com/products/5339694
2026-09-27,MONTHLY,F,47,23,002,아우터,3788815,아메스 월드와이드,BASIC LOGO HOODIE ZIP UP NAVY,47170,89000,47,판매 1.4만개,394명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240111/3788815/3788815_17893582036516_500.jpg,https://www.musinsa.com/products/3788815
2026-09-27,MONTHLY,F,48,24,002,아우터,5162177,무신사 스탠다드 우먼,[시티 레저] 우먼즈 후디드 라이트 다운 재킷 [블랙],82320,109900,25,판매 7.2천개,206명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250602/5162177/5162177_17888605119271_500.jpg,https://www.musinsa.com/products/5162177
2026-09-27,MONTHLY,F,54,25,002,아우터,6938943,미쏘,하이넥 페이크레더 자켓_MIWJLG947C,109650,129000,15,판매 1.1천개,404명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260728/6938943/6938943_17878079550836_500.jpg,https://www.musinsa.com/products/6938943
2026-09-27,MONTHLY,F,57,26,003,바지,5351183,데케트 우먼,Flared Shirring Pants DCWPT017BLACK,43900,74000,41,판매 6.7천개,444명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250821/5351183/5351183_17775245674127_500.jpg,https://www.musinsa.com/products/5351183
2026-09-27,MONTHLY,F,58,27,002,아우터,4808075,로우클래식,LOW SOFT SWEAT ZIP-UP HOODIE_CHARCOAL_LC267TS12CC,95200,119000,20,판매 6.2천개,141명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250220/4808075/4808075_17720778823866_500.jpg,https://www.musinsa.com/products/4808075
2026-09-27,MONTHLY,F,59,28,002,아우터,6652082,무신사 스탠다드 우먼,우먼즈 신세틱 레더 하이 넥 블루종 재킷 [블랙],139110,159900,13,,164명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260611/6652082/6652082_17876231576126_500.jpg,https://www.musinsa.com/products/6652082
