date,period,gender_filter,rank,clothing_rank,category_code,category_name,product_id,brand,product_name,final_price,original_price,discount_rate,sales_label,viewers,flag,sold_out,image_url,product_url
2026-09-25,DAILY,M,62,37,001,상의,5275916,드로우핏,[패션플래닛X드로우핏] 워시드 크롭 옥스퍼드 셔츠 [5color],38500,55000,30,판매 1.8만개,178명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250728/5275916/5275916_17564335238263_500.jpg,https://www.musinsa.com/products/5275916
2026-09-25,DAILY,M,63,38,003,바지,1168906,무신사 스탠다드,와이드 히든 밴딩 슬랙스 [블랙],45990,49900,8,판매 41만개,109명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20190927/1168906/1168906_17224121763738_500.jpg,https://www.musinsa.com/products/1168906
2026-09-25,DAILY,M,64,39,002,아우터,3881570,밀로 아카이브,크롭 무브 가디건 [레드],64800,108000,40,판매 1.5만개,103명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240219/3881570/3881570_17084242695126_500.jpg,https://www.musinsa.com/products/3881570
2026-09-25,DAILY,M,65,40,001,상의,2149254,무신사 스탠다드,베이식 긴소매 티셔츠 2팩,26990,39800,32,판매 45만개,384명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20210928/2149254/2149254_17138588137724_500.jpg,https://www.musinsa.com/products/2149254
2026-09-25,DAILY,M,66,41,002,아우터,3551114,블랙모먼트,비건 스웨이드 오버핏 미니멀 인시전 스트레이트 집업 자켓 [블랙],29900,139000,78,판매 1.3만개,151명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20230912/3551114/3551114_17567882505384_500.jpg,https://www.musinsa.com/products/3551114
2026-09-25,DAILY,M,67,42,001,상의,4711529,로템버,[데일리룸 X 로템버] 오디너리 크롭 스트라이프 셔츠 [WHITE] 단품/SET,44400,74000,40,판매 2.1만개,705명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250110/4711529/4711529_17727599688374_500.jpg,https://www.musinsa.com/products/4711529
2026-09-25,DAILY,M,68,43,003,바지,3791988,필루미네이트,데미지 워시드 데님 팬츠-미디엄 블루,30900,53000,42,판매 16만개,372명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240112/3791988/3791988_17894491801613_500.jpg,https://www.musinsa.com/products/3791988
2026-09-25,DAILY,M,69,44,002,아우터,5386037,알리스,[데일리룸X알리스] 페이디드 그레인 코튼 블루종 자켓 [빈티지그레이],132840,164000,19,판매 3.7천개,73명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250901/5386037/5386037_17580105143984_500.jpg,https://www.musinsa.com/products/5386037
2026-09-25,DAILY,M,71,45,002,아우터,7140447,드로우핏,[너드킹X드로우핏] 몰스킨 코튼 블루종 자켓 [3color],139200,174000,20,판매 1.6천개,153명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260824/7140447/7140447_17883950783764_500.jpg,https://www.musinsa.com/products/7140447
2026-09-25,DAILY,M,72,46,003,바지,1551840,제로,Deep One Tuck Sweat Pants [Grey],27300,39000,30,판매 63만개,233명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20200818/1551840/1551840_1_500.jpg,https://www.musinsa.com/products/1551840
2026-09-25,DAILY,M,73,47,003,바지,7171516,노운,워시드 아크 팬츠 (더스티 네이비),127980,158000,19,,211명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260826/7171516/7171516_17877928775317_500.jpg,https://www.musinsa.com/products/7171516
2026-09-25,DAILY,M,74,48,002,아우터,5498292,레더리,M-65 피쉬테일 오버핏 롱파카 [3COLOR],107460,199000,46,판매 6천개,100명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250919/5498292/5498292_17628429956754_500.jpg,https://www.musinsa.com/products/5498292
2026-09-25,DAILY,M,75,49,003,바지,7161040,디미트리블랙,[10주년기획] © 모두의 에센셜 데님 팬츠_(세미 스트레이트 핏) 4 COLOR,29900,50000,40,급상승,1천명이 보는 중,급상승 라벨,False,https://image.msscdn.net/images/goods_img/20260825/7161040/7161040_17879097883537_500.jpg,https://www.musinsa.com/products/7161040
2026-09-25,DAILY,M,76,50,001,상의,4306299,브론슨,Blue Chambray Work Shirt KR Ver. Light Indigo,49950,74000,33,판매 1.6만개,153명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240807/4306299/4306299_17737170274339_500.jpg,https://www.musinsa.com/products/4306299
2026-09-25,DAILY,M,77,51,003,바지,7118499,다이브인,[DIVEIN X 무민서] WASHED VERN CARGO PANTS (BLACK),119000,119000,0,판매 1.1천개,109명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260820/7118499/7118499_17882311916649_500.jpg,https://www.musinsa.com/products/7118499
2026-09-25,DAILY,M,79,52,002,아우터,5318935,키뮤어,리버시블 체크 헤링턴 점퍼_네이비,126750,169000,25,판매 2.1천개,86명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250813/5318935/5318935_17870117990806_500.jpg,https://www.musinsa.com/products/5318935
2026-09-25,DAILY,M,80,53,002,아우터,1576682,도프제이슨,오버핏 램스킨 싱글 자켓,269000,360000,25,판매 2.8만개,117명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20200901/1576682/1576682_6_500.jpg,https://www.musinsa.com/products/1576682
2026-09-25,DAILY,M,81,54,003,바지,5802209,오프메이드,[기모추가] 사이드핀턱 와이드 스웨트팬츠 핀턱 트레이닝바지,17080,42700,60,판매 1.8만개,381명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20251203/5802209/5802209_17647571154103_500.jpg,https://www.musinsa.com/products/5802209
2026-09-25,DAILY,M,82,55,001,상의,5318901,후브스,VTG 인터록 헨리넥 롱슬리브 [그레이],29400,49000,40,판매 6.9천개,161명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250813/5318901/5318901_17562667095205_500.jpg,https://www.musinsa.com/products/5318901
2026-09-25,DAILY,M,83,56,003,바지,2112061,가까이 유니언즈,[여름 or 기모 or 사계절 원단 선택] 원턱 와이드 스웨트팬츠 블랙,23400,52000,55,판매 32만개,211명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20210906/2112061/2112061_17459952841713_500.jpg,https://www.musinsa.com/products/2112061
2026-09-25,DAILY,M,84,57,002,아우터,4767935,도프제이슨,프리미엄 베지터블 클래식 A-2 자켓 BLACK,385200,476000,19,판매 1.5천개,34명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250207/4767935/4767935_17391981703822_500.jpg,https://www.musinsa.com/products/4767935
2026-09-25,DAILY,M,85,58,003,바지,1149329,무신사 스탠다드,세미 와이드 히든 밴딩 슬랙스 [블랙],45990,49900,8,판매 50만개,150명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20190910/1149329/1149329_17775152531848_500.jpg,https://www.musinsa.com/products/1149329
2026-09-25,DAILY,M,86,59,003,바지,5945210,디미트리블랙,[10주년기획] © 모두의 밴딩 커브드 슬랙스_3 COLOR,28900,50000,42,판매 2.5만개,301명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260127/5945210/5945210_17696887586961_500.jpg,https://www.musinsa.com/products/5945210
2026-09-25,DAILY,M,87,60,002,아우터,6982363,필루미네이트,헤비 코튼 세미 크롭 후드 집 업-3Color,38900,69000,44,판매 3.7천개,151명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260803/6982363/6982363_17881563763787_500.jpg,https://www.musinsa.com/products/6982363
2026-09-25,DAILY,M,88,61,001,상의,7122627,트릴리온,워셔블 크롭 헨리넥 니트_6color,24990,43000,42,판매 1.2천개,855명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/prd_img/20260820/7122627/detail_7122627_17882594283297_500.jpg,https://www.musinsa.com/products/7122627
2026-09-25,DAILY,M,89,62,002,아우터,1778404,토피,2WAY 스웻 후드 집업 (MELANGE GREY),32500,45000,28,판매 47만개,169명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20210204/1778404/1778404_1_500.jpg,https://www.musinsa.com/products/1778404
2026-09-25,DAILY,M,90,63,003,바지,3467384,에이지오디,와이드 빅포켓 코튼 카고 밴딩 팬츠 [카키],16400,41000,60,판매 3.3만개,316명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20230816/3467384/3467384_17895319440164_500.jpg,https://www.musinsa.com/products/3467384
2026-09-25,DAILY,M,91,64,002,아우터,3783092,디미트리블랙,[크롭선택] ASI 포시즌 에센셜 후드 집업_피그먼트 차콜,33900,60900,44,판매 11만개,470명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240109/3783092/3783092_17708794030062_500.jpg,https://www.musinsa.com/products/3783092
2026-09-25,DAILY,M,94,65,002,아우터,3783694,드로우핏,인시전 레더 블루종 자켓 [BLACK],139200,174000,20,판매 4천개,55명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20240109/3783694/3783694_17568603377156_500.jpg,https://www.musinsa.com/products/3783694
2026-09-25,DAILY,M,98,66,002,아우터,5688003,제로,풀 집 핑거 홀 스웨트 셔츠 [블랙],27300,39000,30,판매 6.6천개,156명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20251105/5688003/5688003_17627599204861_500.jpg,https://www.musinsa.com/products/5688003
2026-09-25,DAILY,M,99,67,002,아우터,5329361,아디다스,후드 집업 - 그레이:블랙 / KC9317,94990,119000,20,판매 7.1천개,271명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250818/5329361/5329361_17569461783112_500.jpg,https://www.musinsa.com/products/5329361
2026-09-25,DAILY,M,101,68,001,상의,6968538,카네이테이,PIGMENT PIQUE POLO SWEATSHIRT (NAVY),58000,98000,41,,122명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260731/6968538/6968538_17878143633812_500.jpg,https://www.musinsa.com/products/6968538
2026-09-25,DAILY,M,102,69,002,아우터,5941538,데이,크롭 스웨이드 바이커 자켓_BEIGE,49670,85000,42,판매 2.2천개,215명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260127/5941538/5941538_17694865329384_500.jpg,https://www.musinsa.com/products/5941538
2026-09-25,DAILY,M,103,70,002,아우터,1620287,폴로 랄프 로렌,바이스윙 윈드브레이커 - 블랙,350550,369000,5,판매 1만개,149명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20200923/1620287/1620287_2_500.jpg,https://www.musinsa.com/products/1620287
2026-09-25,DAILY,M,104,71,003,바지,7161034,디미트리블랙,VLAD 원턱 커브드 트랙 스웻 팬츠_(3심볼) 3 COLOR,28900,49200,41,급상승,1.4천명이 보는 중,급상승 라벨,False,https://image.msscdn.net/images/goods_img/20260825/7161034/7161034_17879099065615_500.jpg,https://www.musinsa.com/products/7161034
2026-09-25,DAILY,M,106,72,001,상의,5866769,트릴리온,에센셜 옥스포드 크롭 스트라이프 셔츠_3color,29990,45000,33,판매 9.4천개,120명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260102/5866769/5866769_17678641134812_500.jpg,https://www.musinsa.com/products/5866769
2026-09-25,DAILY,M,107,73,003,바지,7056686,디키즈,더블니 85283 루즈핏 워크팬츠 Black,52500,75000,30,,177명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260812/7056686/7056686_17896217443659_500.jpg,https://www.musinsa.com/products/7056686
2026-09-25,DAILY,M,108,74,002,아우터,2572705,넌블랭크,[SAINT YEAR] 세미 오버 핏 셋업 수트_GREY,160380,198000,19,판매 9.5천개,36명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20220520/2572705/2572705_17769899182977_500.jpg,https://www.musinsa.com/products/2572705
2026-09-25,DAILY,M,110,75,001,상의,2723767,수아레,(XXL 추가) 데일리 라운드 니트 - 12 COLOR,23150,49000,53,판매 29만개,740명이 보는 중 / 42명이 구매 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20220818/2723767/2723767_17292130151891_500.jpg,https://www.musinsa.com/products/2723767
2026-09-25,DAILY,M,111,76,001,상의,7220361,알리스,울 브러쉬드 스트라이프 라운드 크롭 니트 [버건디],46200,66000,30,,84명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260901/7220361/7220361_17883446738719_500.jpg,https://www.musinsa.com/products/7220361
2026-09-25,DAILY,M,114,77,003,바지,6815857,위캔더스,[WKNDRS X FIT THE SIZE] EAGLE DENIM PANTS (KHAKI),90300,129000,30,,88명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260709/6815857/6815857_17858260935278_500.png,https://www.musinsa.com/products/6815857
2026-09-25,DAILY,M,115,78,002,아우터,1744433,도프제이슨,프리미엄 램스킨 베지터블 싱글 자켓,311220,432000,28,판매 3.3천개,21명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20210112/1744433/1744433_17586901168692_500.jpg,https://www.musinsa.com/products/1744433
2026-09-25,DAILY,M,116,79,003,바지,7095348,알리스,[NERDKING x ALYSS] 슬릭 세미와이드 코튼 치노 팬츠_3COLOR,51950,74000,30,판매 2.2천개,70명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260818/7095348/7095348_17887453000984_500.jpg,https://www.musinsa.com/products/7095348
2026-09-25,DAILY,M,117,80,003,바지,2032901,무신사 스탠다드,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27990,49900,44,판매 8.3만개,92명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20210719/2032901/2032901_17518455282793_500.jpg,https://www.musinsa.com/products/2032901
2026-09-25,DAILY,M,118,81,001,상의,5251265,리메인세컨드,오버핏 플란넬 포켓 체크 셔츠 [딥블루],21900,43500,50,판매 9.3천개,401명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20250716/5251265/5251265_17872912962879_500.jpg,https://www.musinsa.com/products/5251265
2026-09-25,DAILY,M,119,82,001,상의,7109260,수아레,[젠플록스X수아레] 데일리 라운드 크롭 가디건 - 5 COLOR,31270,59000,47,급상승,424명이 보는 중,급상승 라벨,False,https://image.msscdn.net/images/goods_img/20260819/7109260/7109260_17881382407417_500.jpg,https://www.musinsa.com/products/7109260
2026-09-25,DAILY,M,121,83,001,상의,6951093,마이초이도쿄,MAICHOI Flag Archive Hoodie [3color],51320,109000,53,,277명이 보는 중,none,False,https://image.msscdn.net/images/goods_img/20260729/6951093/6951093_17881068028867_500.jpg,https://www.musinsa.com/products/6951093
2026-09-25,DAILY,M,122,84,001,상의,7081442,데이,레이어드 골지 헨리넥 티셔츠_4 COLOR,30250,55000,45,판매 1.5천개,200명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260814/7081442/7081442_17875557368606_500.jpg,https://www.musinsa.com/products/7081442
2026-09-25,DAILY,M,123,85,001,상의,7011611,더니트컴퍼니,워셔블 에센셜 크루넥 니트 10color,29900,59900,50,판매 7천개,449명이 보는 중 / 36명이 구매 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20260806/7011611/7011611_17877304589326_500.jpg,https://www.musinsa.com/products/7011611
2026-09-25,DAILY,M,125,86,002,아우터,5864289,디미트리블랙,ASI 포시즌 에센셜 후드 집업_데님 빈티지 블랙,36900,65900,44,판매 5.7천개,189명이 보는 중,누적 판매 N만 돌파,False,https://image.msscdn.net/images/goods_img/20251231/5864289/5864289_17679297909685_500.jpg,https://www.musinsa.com/products/5864289
